Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Malik J., Bardhan R., Banerji P.","57202199627;57201372193;57203250143;","Rethinking indoor thermal comfort in the era of rebound and pre-bound effect for the developing world: A systematic review",2020,"Indoor Air","30","3",,"377","395",,8,"10.1111/ina.12664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082139315&doi=10.1111%2fina.12664&partnerID=40&md5=f5d3fc366ce7fbceb6f677cad1ff3f70","Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India; Department of Architecture, University of Cambridge, 1-5 Scroope Terrace, Cambridge, United Kingdom; Department of Civil Engineering, Indian Institute of Technology Bombay, Mumbai, India","Malik, J., Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India; Bardhan, R., Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India, Department of Architecture, University of Cambridge, 1-5 Scroope Terrace, Cambridge, United Kingdom; Banerji, P., Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India, Department of Civil Engineering, Indian Institute of Technology Bombay, Mumbai, India","Malik, J.; Centre for Urban Science and Engineering, India; email: jeetika.malik@iitb.ac.in",,"Blackwell Munksgaard",09056947,,INAIE,"32149411","English","Indoor Air",Review,"Final","",Scopus,2-s2.0-85082139315
"de Dear R., Xiong J., Kim J., Cao B.","57509153500;56068339200;57189969323;36436721800;","A review of adaptive thermal comfort research since 1998",2020,"Energy and Buildings","214",,"109893","","",,41,"10.1016/j.enbuild.2020.109893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081012727&doi=10.1016%2fj.enbuild.2020.109893&partnerID=40&md5=c535d332f79ca7112205f968cf984041","Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Department of Building Science, Tsinghua University, Beijing, China","de Dear, R., Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Xiong, J., Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Kim, J., Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Cao, B., Department of Building Science, Tsinghua University, Beijing, China","de Dear, R.; Indoor Environmental Quality Laboratory, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Review,"Final","",Scopus,2-s2.0-85081012727
"Rawal R., Schweiker M., Kazanci O.B., Vardhan V., Jin Q., Duanmu L.","55504010600;26327037800;56089329900;57212254570;36437337300;16311724200;","Personal comfort systems: A review on comfort, energy, and economics",2020,"Energy and Buildings","214",,"109858","","",,36,"10.1016/j.enbuild.2020.109858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080069244&doi=10.1016%2fj.enbuild.2020.109858&partnerID=40&md5=78296a6ef4abd3574e1daab2aac2e019","Centre for Advanced Research in Building Science and Energy, CEPT University, Ahmedabad, 380 009, India; Karlsruhe Institute of Technology, Karlsruhe, Germany; International Centre for Indoor Environment and Energy, Department of Civil Engineering, Technical University of Denmark, 2800 Kgs., Lyngby, Denmark; Department of Architecture and Civil Engineering, Chalmers University of Technology, Sweden; Dalian University of Technology, Dalian, China","Rawal, R., Centre for Advanced Research in Building Science and Energy, CEPT University, Ahmedabad, 380 009, India; Schweiker, M., Karlsruhe Institute of Technology, Karlsruhe, Germany; Kazanci, O.B., International Centre for Indoor Environment and Energy, Department of Civil Engineering, Technical University of Denmark, 2800 Kgs., Lyngby, Denmark; Vardhan, V., Centre for Advanced Research in Building Science and Energy, CEPT University, Ahmedabad, 380 009, India; Jin, Q., Department of Architecture and Civil Engineering, Chalmers University of Technology, Sweden; Duanmu, L., Dalian University of Technology, Dalian, China","Rawal, R.; Centre for Advanced Research in Building Science and Energy, India; email: rajanrawal@cept.ac.in",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85080069244
"Marín-Restrepo L., Trebilcock M., Gillott M.","57193005249;25923616900;8657967500;","Occupant action patterns regarding spatial and human factors in office environments",2020,"Energy and Buildings","214",,"109889","","",,6,"10.1016/j.enbuild.2020.109889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080060637&doi=10.1016%2fj.enbuild.2020.109889&partnerID=40&md5=9ba39734104956f9f753b13523be3d41","Faculty of Architecture, Construction and Design, Universidad del Bío-Bío, Concepción, Chile; Department of Architectural Design and Theory, Faculty of Architecture, Construction and Design, Universidad del Bío-Bío, Concepción, Chile; Department of Architecture and Built Environment, Faculty of Engineering, University of Nottingham, United Kingdom","Marín-Restrepo, L., Faculty of Architecture, Construction and Design, Universidad del Bío-Bío, Concepción, Chile; Trebilcock, M., Department of Architectural Design and Theory, Faculty of Architecture, Construction and Design, Universidad del Bío-Bío, Concepción, Chile; Gillott, M., Department of Architecture and Built Environment, Faculty of Engineering, University of Nottingham, United Kingdom","Marín-Restrepo, L.; Faculty of Architecture, Chile; email: lmadim@gmail.com",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85080060637
"Huang T., Niu J., Xie Y., Li J., Mak C.M.","57196350002;55497019700;57191880917;57196344438;57195552977;","Assessment of “lift-up” design's impact on thermal perceptions in the transition process from indoor to outdoor",2020,"Sustainable Cities and Society","56",,"102081","","",,7,"10.1016/j.scs.2020.102081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079129370&doi=10.1016%2fj.scs.2020.102081&partnerID=40&md5=e05fc0037c2388173075118da235f417","Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong","Huang, T., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Niu, J., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Xie, Y., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Li, J., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Mak, C.M., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong","Niu, J.; Department of Building Services Engineering, Hunghom, Hong Kong; email: jian-lei.niu@polyu.edu.hk",,"Elsevier Ltd",22106707,,,,"English","Sustainable Cities Soc.",Article,"Final","",Scopus,2-s2.0-85079129370
"Mui K.W., Tsang T.W., Wong L.T.","8650785900;57192663723;55800840000;","Bayesian updates for indoor thermal comfort models",2020,"Journal of Building Engineering","29",,"101117","","",,15,"10.1016/j.jobe.2019.101117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076629560&doi=10.1016%2fj.jobe.2019.101117&partnerID=40&md5=29af7bbc91981c1cdfeb08919c9c4133","Department of Building Services Engineering, Faculty of Construction and Environment, The Hong Kong Polytechnic University, Hung Hom, Hong Kong","Mui, K.W., Department of Building Services Engineering, Faculty of Construction and Environment, The Hong Kong Polytechnic University, Hung Hom, Hong Kong; Tsang, T.W., Department of Building Services Engineering, Faculty of Construction and Environment, The Hong Kong Polytechnic University, Hung Hom, Hong Kong; Wong, L.T., Department of Building Services Engineering, Faculty of Construction and Environment, The Hong Kong Polytechnic University, Hung Hom, Hong Kong","Wong, L.T.; Department of Building Services Engineering, Hung Hom, Hong Kong; email: beltw@polyu.edu.hk",,"Elsevier Ltd",23527102,,,,"English","J. Build. Eng.",Article,"Final","",Scopus,2-s2.0-85076629560
"Wang Z., Wang J., He Y., Liu Y., Lin B., Hong T.","56176432100;57200017302;49863313000;57206820150;7403508277;7202830430;","Dimension analysis of subjective thermal comfort metrics based on ASHRAE Global Thermal Comfort Database using machine learning",2020,"Journal of Building Engineering","29",,"101120","","",,25,"10.1016/j.jobe.2019.101120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076562219&doi=10.1016%2fj.jobe.2019.101120&partnerID=40&md5=0dd6f231d1245a8275be651ce78d78e8","Centre for Built Environment, University of California BerkeleyCA  94720, United States; Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, California, 94720, United States; China Construction Science & Technology Group CO. LTD, Science & Technology Park, Hangfeng Road NO.13, Fengtai District, Beijing, 100070, China; School of Design & Environment, National University of Singapore, 4 Architecture Drive117566, Singapore; College of Civil Engineering, Guangzhou University, Guangzhou, 510006, China; Department of Building Science, Tsinghua University, Beijing, 100084, China","Wang, Z., Centre for Built Environment, University of California BerkeleyCA  94720, United States, Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, California, 94720, United States; Wang, J., China Construction Science & Technology Group CO. LTD, Science & Technology Park, Hangfeng Road NO.13, Fengtai District, Beijing, 100070, China; He, Y., School of Design & Environment, National University of Singapore, 4 Architecture Drive117566, Singapore; Liu, Y., College of Civil Engineering, Guangzhou University, Guangzhou, 510006, China; Lin, B., Department of Building Science, Tsinghua University, Beijing, 100084, China; Hong, T., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, California, 94720, United States","Lin, B.; Department of Building Science, China; email: linbr@tsinghua.edu.cn",,"Elsevier Ltd",23527102,,,,"English","J. Build. Eng.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85076562219
"Zhang S., Lin Z.","57192270407;55664254300;","Standard effective temperature based adaptive-rational thermal comfort model",2020,"Applied Energy","264",,"114723","","",,19,"10.1016/j.apenergy.2020.114723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080079872&doi=10.1016%2fj.apenergy.2020.114723&partnerID=40&md5=e47dfc326e6f846a3d532dc0839686ce","Division of Building Science and Technology, City University of Hong Kong, Hong Kong","Zhang, S., Division of Building Science and Technology, City University of Hong Kong, Hong Kong; Lin, Z., Division of Building Science and Technology, City University of Hong Kong, Hong Kong","Lin, Z.; Division of Building Science and Technology, Hong Kong; email: bsjzl@cityu.edu.hk",,"Elsevier Ltd",03062619,,APEND,,"English","Appl. Energy",Article,"Final","",Scopus,2-s2.0-85080079872
"Winkler D.A., Yadav A., Chitu C., Cerpa A.E.","56315382400;57205426582;56288626400;6602216671;","OFFICE: optimization framework for improved comfort efficiency",2020,"Proceedings - 2020 19th ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2020",,,"9110978","265","276",,7,"10.1109/IPSN48710.2020.00030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086890549&doi=10.1109%2fIPSN48710.2020.00030&partnerID=40&md5=61e7ca20344fab3aec74253dc083dc30","University of California, Merced, United States","Winkler, D.A., University of California, Merced, United States; Yadav, A., University of California, Merced, United States; Chitu, C., University of California, Merced, United States; Cerpa, A.E., University of California, Merced, United States",,,"Institute of Electrical and Electronics Engineers Inc.",,9781728154978,,,"English","Proc. - ACM/IEEE Int. Conf. Inf. Process. Sens. Networks, IPSN",Conference Paper,"Final","",Scopus,2-s2.0-85086890549
"Antonini E., Vodola V., Gaspari J., de Giglio M.","54790713700;57195836290;56205524100;53871284400;","Outdoor wellbeing and quality of life: A scientific literature review on thermal comfort",2020,"Energies","13","8","2079","","",,8,"10.3390/en13082079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084033144&doi=10.3390%2fen13082079&partnerID=40&md5=c34bff62ea0b4025417001b46ae1014e","Department di Architecture-DA, University of Bologna, Viale Risorgimento 2, Bologna, 40136, Italy","Antonini, E., Department di Architecture-DA, University of Bologna, Viale Risorgimento 2, Bologna, 40136, Italy; Vodola, V., Department di Architecture-DA, University of Bologna, Viale Risorgimento 2, Bologna, 40136, Italy; Gaspari, J., Department di Architecture-DA, University of Bologna, Viale Risorgimento 2, Bologna, 40136, Italy; de Giglio, M., Department di Architecture-DA, University of Bologna, Viale Risorgimento 2, Bologna, 40136, Italy","Antonini, E.; Department di Architecture-DA, Viale Risorgimento 2, Italy; email: ernesto.antonini@unibo.it",,"MDPI AG",19961073,,,,"English","Energies",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85084033144
